INT	INT	INT	INT	INT	INT	INT
194	10514077	31	1			
195	10515027	31	1			
196	10515057	31	1			
197	10515087	31	1			
198	10520027	31	1			
199	10520057	31	1			
200	10520087	31	1			
201	10521007	31	1			
202	10521017	31	1			
203	10521027	31	1			
204	10521037	31	1			
205	10521047	31	1			
206	10521057	31	1			
207	10521067	31	1			
208	10521077	31	1			
209	10521087	31	1			
210	10522007	31	1			
211	10522037	31	1			
212	10522067	31	1			
213	10523017	31	1			
214	10523047	31	1			
215	10523077	31	1			
216	10552027	31	1			
217	10552057	31	1			
218	10552087	31	1			
219	10553007	31	1			
220	10553027	31	1			
221	10553037	31	1			
222	10553057	31	1			
223	10553067	31	1			
224	10553087	31	1			
225	10500008	9	1			
226	10500018	9	1			
227	10501008	9	1			
228	10502008	9	1			
229	10503008	9	1			
230	10503018	9	1			
231	10504008	9	1			
232	10504018	9	1			
233	10505008	9	1			
234	10510008	9	1			
235	10510038	9	1			
236	10510068	9	1			
237	10511018	9	1			
238	10511028	9	1			
239	10511048	9	1			
240	10511058	9	1			
241	10511078	9	1			
242	10511088	9	1			
243	10512008	9	1			
244	10512038	9	1			
245	10512068	9	1			
246	10513008	9	1			
247	10513018	9	1			
248	10513028	9	1			
249	10513038	9	1			
250	10513048	9	1			
251	10513058	9	1			
252	10513068	9	1			
253	10513078	9	1			
254	10513088	9	1			
255	10514028	9	1			
256	10514058	9	1			
257	10514088	9	1			
258	10520018	9	1			
259	10520028	9	1			
260	10520048	9	1			
261	10520058	9	1			
262	10520078	9	1			
263	10520088	9	1			
264	10521028	9	1			
265	10521058	9	1			
266	10521088	9	1			
267	10522018	9	1			
268	10522048	9	1			
269	10522078	9	1			
270	10552008	9	1			
271	10552038	9	1			
272	10552068	9	1			
273	10553008	9	1			
274	10553018	9	1			
275	10553038	9	1			
276	10553048	9	1			
277	10553068	9	1			
278	10553078	9	1			
279	30001011	1000000	0			
280	30002011	1000000	0			
281	30505034	100000	0			
282	30505035	100000	0			
283	30505036	100000	0			
284	30505037	100000	0			
285	30505038	100000	0			
286	30505039	100000	0			
287	30505040	100000	0			
288	30505041	100000	0			
289	10124018	2900	1			
290	10124022	3300	1			
291	10124023	3700	1			
292	10124024	1900	1			
293	10124025	3700	1			
294	10124026	1100	1			
295	10124030	1200	1			
296	10124031	1400	1			
297	10124032	700	1			
298	10124033	1400	1			
299	10124060	300	1			
300	10124062	400	1			
301	30509008	29900	0			
302	30509013	2900	1			
303	30509014	1900	1			
304	10141041	200	1			
305	10141043	100	1			
306	10141044	100	1			
307	10141049	800	1			
308	10141047	700	1			
309	10141045	300	1			
310	10141046	900	1			
311	10141061	100	1			
312	10141063	600	1			
313	30008002	19900	0			
314	30008003	15700	0			
315	30008016	29900	0			
316	30505079	100	1			
317	30900009	49800	0			
318	30900010	12200	0			
319	30900005	59800	0			
320	30900006	27100	0			
321	30900015	31400	0			
322	30900016	3000	1			
323	30900011	149500	0			
324	20109001	149500	0			
325	20109002	74700	0			
326	20109003	49800	0			
327	20109004	37300	0			
328	20109005	29900	0			
329	20109006	24900	0			
330	20109007	21300	0			
331	20109008	18600	0			
332	20109009	16600	0			
333	20109010	14900	0			
334	30503012	6000	0			
335	30503017	30600	0			
336	30503018	21700	0			
337	30503019	16600	1			
338	30900007	1600	1			
339	30900013	2900	1			
340	30900014	600	1			
341	50101001	74700	0			
342	50101002	74700	0			
343	50102001	74700	0			
344	50102002	74700	0			
345	50102003	74700	0			
346	50102004	74700	0			
347	50103001	74700	0			
348	50104002	74700	0			
349	50111001	74700	0			
350	50111002	74700	0			
351	50112001	74700	0			
352	50112002	74700	0			
353	50112003	74700	0			
354	50112004	74700	0			
355	50113001	74700	0			
356	50113002	74700	0			
357	50113003	74700	0			
358	50113004	74700	0			
359	50113005	74700	0			
360	50114001	74700	0			
361	50201001	2900	1			
362	50201002	2900	1			
363	50204002	1400	1			
364	50213001	2900	1			
365	50213002	2900	1			
366	50213003	2900	1			
367	50213004	2900	1			
368	50213005	2900	1			
369	50302001	2800	1			
370	50302002	2800	1			
371	50302003	2800	1			
372	50302004	2800	1			
373	50303001	2800	1			
374	50311001	2800	1			
375	50311002	2800	1			
376	50312001	2800	1			
377	50312002	2800	1			
378	50312003	2800	1			
379	50312004	2800	1			
380	50314001	2800	1			
381	20500001	222877	1			
382	20500002	16559	1			
383	20500003	3133	1			
384	20501001	222877	1			
385	20501002	16559	1			
386	20501003	3133	1			
387	20502001	1338160	1			
388	20502002	16559	1			
389	20502003	3133	1			
390	20307101	6000	0			
391	20307102	6000	0			
392	20307103	6000	0			
393	20307104	6000	0			
394	20307105	6000	0			
395	20307106	6000	0			
396	20307107	6000	0			
397	20307108	6000	0			
398	20307109	6000	0			
399	20307110	6000	0			
400	20307113	6000	0			
401	20307117	6000	0			
402	20307001	3000	1			
403	30008005	5900	0			
404	30008004	500	1			
405	30008006	14900	0			
406	30008009	14900	0			
407	30008007	5900	0			
408	31000000	7100	0			
409	31000001	5900	0			
410	31000002	7400	0			
411	31000003	5900	0			
412	30502000	49800	0			
413	30502001	37300	0			
414	30502002	29900	1			
415	30008018	29900	0			
416	30308002	600	1			
417	30308003	600	1			
418	30308004	600	1			
419	30308005	600	1			
420	30308006	600	1			
421	30308007	600	1			
422	30308008	600	1			
423	30308009	600	1			
424	30308010	600	1			
425	30308011	800	1			
426	30308012	800	1			
427	30308013	800	1			
428	30308014	800	1			
429	30308015	800	1			
430	30308016	800	1			
431	30308017	800	1			
432	30308018	800	1			
433	30308019	800	1			
434	30308043	600	1			
435	30308045	600	1			
436	30402012	2000	1			
437	30402014	2000	1			
438	30402016	2000	1			
439	30402018	2000	1			
440	30402020	2000	1			
441	30402025	1400	1			
442	30402026	500	1			
443	30402029	3000	1			
444	30402030	2000	1			
445	30402033	3000	1			
446	30402034	2000	1			
447	30402035	3000	1			
448	30402036	1200	1			
449	30402037	3000	1			
450	30402038	2000	1			
451	30402039	3000	1			
452	30402040	2000	1			
453	30402041	3000	1			
454	30402042	2000	1			
455	30402043	3000	1			
456	30402044	2000	1			
457	30402045	2200	1			
458	30402046	700	1			
459	30402047	3000	1			
460	30402048	2000	1			
461	30402049	3000	1			
462	30402050	2000	1			
463	30402051	2200	1			
464	30402052	2200	1			
465	30402053	2200	1			
466	30402054	2200	1			
467	30402055	3000	1			
468	30402056	2000	1			
469	30402059	3000	1			
470	30402060	2000	1			
471	30402061	3000	1			
472	30402062	2000	1			
473	30402063	3000	1			
474	30402064	2000	1			
475	30402065	3000	1			
476	30402066	2000	1			
477	30402067	3000	1			
478	30402068	2000	1			
479	30402069	3000	1			
480	30402070	2000	1			
481	30402072	700	1			
482	30402073	3000	1			
483	30402074	2000	1			
484	30402075	3000	1			
485	30402076	1200	1			
486	30402077	3700	1			
487	30402078	1200	1			
488	30402079	3000	1			
489	30402080	2000	1			
490	30402081	3000	1			
491	30402082	3000	1			
492	30402083	3000	1			
493	30402084	3000	1			
494	30402085	3000	1			
495	30402086	3000	1			
496	30402087	300	1			
497	30402088	300	1			
498	30402089	300	1			
499	30402090	300	1			
500	30501037	37300	0			
501	30501038	37300	0			
502	30501039	37300	0			
503	30501040	37300	0			
504	30501041	37300	0			
505	30501042	37300	0			
506	30505053	373700	0			
507	30505054	299000	0			
508	30505055	249100	0			
509	30505056	213500	0			
510	30505057	186800	0			
511	30505058	166100	0			
512	30505059	149500	0			
513	10141026	1400	1			
514	10141027	900	1			
515	10141028	500	1			
516	10141029	400	1			
517	10141030	200	1			
518	10141036	1400	1			
519	10141037	900	1			
520	10141038	500	1			
521	10141039	400	1			
522	10141040	200	1			
523	30505800	7400	1			
524	30505801	7400	1			
525	30505802	7400	1			
526	30505803	7400	1			
527	30505804	7400	1			
528	30505805	7400	1			
529	10500009	9	1			
530	10500019	9	1			
531	10501009	9	1			
532	10502009	9	1			
533	10503009	9	1			
534	10503019	9	1			
535	10504009	9	1			
536	10504019	9	1			
537	10505009	9	1			
538	10510009	9	1			
539	10510019	9	1			
540	10510029	9	1			
541	10510039	9	1			
542	10510049	9	1			
543	10510059	9	1			
544	10510069	9	1			
545	10510079	9	1			
546	10510089	9	1			
547	10511009	9	1			
548	10511019	9	1			
549	10511029	9	1			
550	10511039	9	1			
551	10511049	9	1			
552	10511059	9	1			
553	10511069	9	1			
554	10511079	9	1			
555	10511089	9	1			
556	10512009	9	1			
557	10512019	9	1			
558	10512029	9	1			
559	10512039	9	1			
560	10512049	9	1			
561	10512059	9	1			
562	10512069	9	1			
563	10512079	9	1			
564	10512089	9	1			
565	10513009	9	1			
566	10513019	9	1			
567	10513029	9	1			
568	10513039	9	1			
569	10513049	9	1			
570	10513059	9	1			
571	10513069	9	1			
572	10513079	9	1			
573	10513089	9	1			
574	10141082	100	0			
575	10141103	100	0			
