INT	INT	FLOAT	FLOAT
262	600	50.6102	258.1813
263	600	36.8775	254.8903
264	600	48.2425	283.2201
265	600	72.0863	266.1574
266	600	95.2866	252.6523
267	600	114.5020	254.4174
268	600	115.8671	238.7905
269	600	144.7683	275.9023
270	600	154.1469	260.3426
271	600	158.7430	275.9666
272	600	192.5104	280.5262
273	600	199.1227	263.8629
274	600	206.2527	279.3770
275	600	235.0188	275.3654
276	600	247.9146	275.2939
277	600	276.5639	271.5291
278	600	263.5775	265.4264
279	600	279.3698	226.8946
280	600	259.6125	234.4128
281	600	247.0777	209.7925
282	600	269.9955	208.8501
283	600	271.6226	205.9977
284	600	282.3891	196.4167
285	600	274.2290	187.9686
286	600	254.5850	176.1224
287	600	271.8312	157.4410
288	600	266.2176	147.6451
289	600	244.9957	136.3560
290	600	252.0052	102.6796
291	791	80.1813	230.8403
292	791	95.2080	228.4668
293	791	80.4321	245.4799
294	791	65.6546	245.6944
295	791	65.1706	214.9319
296	791	66.2859	201.9223
297	791	79.8885	201.1615
298	791	95.2937	200.4071
299	791	110.7624	215.7624
300	791	113.3725	242.6377
301	791	109.8788	259.2266
302	791	94.9652	260.5925
303	791	81.3918	259.0843
304	791	65.8441	259.1483
305	791	52.9949	258.7942
306	791	51.6468	246.5705
307	791	49.1783	236.1824
308	791	49.7775	216.3105
309	791	48.9280	204.0423
310	791	50.4606	184.4873
311	791	65.9350	185.0112
312	791	81.5543	186.3387
313	791	123.1245	245.7376
314	791	110.4853	275.7927
315	791	95.3637	275.3470
316	791	80.3150	275.6167
317	791	52.2755	278.2393
318	791	35.5400	265.7304
319	791	37.2013	237.1498
320	791	36.5747	215.8471
321	791	35.5316	194.9684
322	791	39.4100	173.5103
323	791	53.5952	166.9869
324	791	38.6003	156.8996
325	791	106.7171	189.6174
326	791	79.8720	118.6810
327	791	95.9231	106.0552
328	791	91.1753	134.2312
329	791	152.3588	235.1216
330	791	75.0062	101.0397
331	791	59.9370	122.5037
332	791	49.9959	100.3383
333	791	40.7242	119.1540
334	791	108.5293	124.2216
335	791	124.2585	132.0010
336	791	113.1858	146.7049
337	791	144.3033	239.8846
338	791	159.5826	247.6986
339	791	171.7237	239.2190
340	791	182.8350	247.3551
