INT	INT	INT	INT	INT	INT	INT
1403	6993.308731	20109002	1	-1	-1	-1
1404	20000000	20109101	1	3000000	20310111	1
1501	5195.029343	20109002	1	-1	-1	-1
1502	6234.035211	20109002	1	-1	-1	-1
1503	7273.04108	20109002	1	-1	-1	-1
1504	20000000	20109101	1	3000000	20310111	1
1601	5402.830517	20109002	1	-1	-1	-1
1602	6483.39662	20109002	1	-1	-1	-1
1603	7563.962723	20109002	1	-1	-1	-1
1604	20000000	20109101	1	3000000	20310111	1
1701	5618.943737	20109002	1	-1	-1	-1
1702	6742.732485	20109002	1	-1	-1	-1
1703	7866.521232	20109002	1	-1	-1	-1
1704	20000000	20109101	1	3000000	20310111	1
1801	5843.701487	20109002	1	-1	-1	-1
1802	7012.441784	20109002	1	-1	-1	-1
1803	8181.182081	20109002	1	-1	-1	-1
1804	20000000	20109101	1	3000000	20310111	1
1901	6077.449546	20109002	1	-1	-1	-1
1902	7292.939455	20109002	1	-1	-1	-1
1903	8508.429365	20109002	1	-1	-1	-1
1904	20000000	20109101	1	3000000	20310111	1
2001	6320.547528	20109002	1	-1	-1	-1
2002	7584.657034	20109002	1	-1	-1	-1
2003	8848.766539	20109002	1	-1	-1	-1
2004	20000000	20109101	1	3000000	20310111	1
2101	6573.369429	20109003	1	-1	-1	-1
2102	7888.043315	20109003	1	-1	-1	-1
2103	9202.717201	20109003	1	-1	-1	-1
2104	20000000	20109101	1	3000000	20310111	1
2201	6836.304206	20109003	1	-1	-1	-1
2202	8203.565048	20109003	1	-1	-1	-1
2203	9570.825889	20109003	1	-1	-1	-1
2204	20000000	20109101	1	3000000	20310111	1
2301	7109.756375	20109003	1	-1	-1	-1
2302	8531.707649	20109003	1	-1	-1	-1
2303	9953.658924	20109003	1	-1	-1	-1
2304	20000000	20109101	1	3000000	20310111	1
2401	7394.146629	20109003	1	-1	-1	-1
2402	8872.975955	20109003	1	-1	-1	-1
2403	10351.80528	20109003	1	-1	-1	-1
2404	20000000	20109101	1	3000000	20310111	1
2501	7689.912495	20109003	1	-1	-1	-1
2502	9227.894994	20109003	1	-1	-1	-1
2503	10765.87749	20109003	1	-1	-1	-1
2504	20000000	20109101	1	3000000	20310111	1
2601	7997.508994	20109003	1	-1	-1	-1
2602	9597.010793	20109003	1	-1	-1	-1
2603	11196.51259	20109003	1	-1	-1	-1
2604	20000000	20109101	1	3000000	20310111	1
2701	8317.409354	20109003	1	-1	-1	-1
2702	9980.891225	20109003	1	-1	-1	-1
2703	11644.3731	20109003	1	-1	-1	-1
2704	20000000	20109101	1	3000000	20310111	1
2801	8650.105728	20109003	1	-1	-1	-1
2802	10380.12687	20109003	1	-1	-1	-1
2803	12110.14802	20109003	1	-1	-1	-1
2804	20000000	20109101	1	3000000	20310111	1
2901	8996.109958	20109003	1	-1	-1	-1
2902	10795.33195	20109003	1	-1	-1	-1
2903	12594.55394	20109003	1	-1	-1	-1
2904	20000000	20109101	1	3000000	20310111	1
3001	9355.954356	20109003	1	-1	-1	-1
3002	11227.14523	20109003	1	-1	-1	-1
3003	13098.3361	20109003	1	-1	-1	-1
3004	20000000	20109101	1	3000000	20310111	1
3101	9730.19253	20109004	1	-1	-1	-1
3102	11676.23104	20109004	1	-1	-1	-1
3103	13622.26954	20109004	1	-1	-1	-1
3104	20000000	20109101	1	3000000	20310111	1
3201	10119.40023	20109004	1	-1	-1	-1
3202	12143.28028	20109004	1	-1	-1	-1
3203	14167.16032	20109004	1	-1	-1	-1
3204	20000000	20109101	1	3000000	20310111	1
3301	10524.17624	20109004	1	-1	-1	-1
3302	12629.01149	20109004	1	-1	-1	-1
3303	14733.84674	20109004	1	-1	-1	-1
3304	20000000	20109101	1	3000000	20310111	1
3401	10945.14329	20109004	1	-1	-1	-1
3402	13134.17195	20109004	1	-1	-1	-1
3403	15323.20061	20109004	1	-1	-1	-1
3404	20000000	20109101	1	3000000	20310111	1
3501	11382.94902	20109004	1	-1	-1	-1
3502	13659.53883	20109004	1	-1	-1	-1
3503	15936.12863	20109004	1	-1	-1	-1
3504	20000000	20109101	1	3000000	20310111	1
3601	11838.26698	20109004	1	-1	-1	-1
3602	14205.92038	20109004	1	-1	-1	-1
3603	16573.57378	20109004	1	-1	-1	-1
3604	20000000	20109101	1	3000000	20310111	1
3701	12311.79766	20109004	1	-1	-1	-1
3702	14774.15719	20109004	1	-1	-1	-1
3703	17236.51673	20109004	1	-1	-1	-1
3704	20000000	20109101	1	3000000	20310111	1
3801	12804.26957	20109004	1	-1	-1	-1
3802	15365.12348	20109004	1	-1	-1	-1
3803	17925.9774	20109004	1	-1	-1	-1
3804	20000000	20109101	1	3000000	20310111	1
3901	13316.44035	20109004	1	-1	-1	-1
3902	15979.72842	20109004	1	-1	-1	-1
3903	18643.01649	20109004	1	-1	-1	-1
3904	20000000	20109101	1	3000000	20310111	1
4001	13849.09797	20109004	1	-1	-1	-1
4002	16618.91756	20109004	1	-1	-1	-1
4003	19388.73715	20109004	1	-1	-1	-1
4004	20000000	20109101	1	3000000	20310111	1
4101	14403.06188	20109005	1	-1	-1	-1
4102	17283.67426	20109005	1	-1	-1	-1
4103	20164.28664	20109005	1	-1	-1	-1
4104	20000000	20109101	1	3000000	20310111	1
4201	14979.18436	20109005	1	-1	-1	-1
4202	17975.02123	20109005	1	-1	-1	-1
4203	20970.8581	20109005	1	-1	-1	-1
4204	20000000	20109101	1	3000000	20310111	1
4301	15578.35173	20109005	1	-1	-1	-1
4302	18694.02208	20109005	1	-1	-1	-1
4303	21809.69243	20109005	1	-1	-1	-1
4304	20000000	20109101	1	3000000	20310111	1
4401	16201.4858	20109005	1	-1	-1	-1
4402	19441.78296	20109005	1	-1	-1	-1
4403	22682.08012	20109005	1	-1	-1	-1
4404	20000000	20109101	1	3000000	20310111	1
4501	16849.54523	20109005	1	-1	-1	-1
4502	20219.45428	20109005	1	-1	-1	-1
4503	23589.36333	20109005	1	-1	-1	-1
4504	20000000	20109101	1	3000000	20310111	1
4601	17523.52704	20109005	1	-1	-1	-1
4602	21028.23245	20109005	1	-1	-1	-1
4603	24532.93786	20109005	1	-1	-1	-1
4604	20000000	20109101	1	3000000	20310111	1
4701	18224.46813	20109005	1	-1	-1	-1
4702	21869.36175	20109005	1	-1	-1	-1
4703	25514.25538	20109005	1	-1	-1	-1
4704	20000000	20109101	1	3000000	20310111	1
4801	18953.44685	20109005	1	-1	-1	-1
4802	22744.13622	20109005	1	-1	-1	-1
4803	26534.82559	20109005	1	-1	-1	-1
4804	20000000	20109101	1	3000000	20310111	1
4901	19711.58473	20109005	1	-1	-1	-1
4902	23653.90167	20109005	1	-1	-1	-1
4903	27596.21862	20109005	1	-1	-1	-1
4904	20000000	20109101	1	3000000	20310111	1
5001	20500.04811	20109005	1	-1	-1	-1
5002	24600.05774	20109005	1	-1	-1	-1
5003	28700.06736	20109005	1	-1	-1	-1
5004	20000000	20109101	1	3000000	20310111	1
5101	21320.05004	20109006	1	-1	-1	-1
5102	25584.06005	20109006	1	-1	-1	-1
5103	29848.07005	20109006	1	-1	-1	-1
5104	20000000	20109101	1	3000000	20310111	1
5201	22172.85204	20109006	1	-1	-1	-1
5202	26607.42245	20109006	1	-1	-1	-1
5203	31041.99286	20109006	1	-1	-1	-1
5204	20000000	20109101	1	3000000	20310111	1
5301	23059.76612	20109006	1	-1	-1	-1
5302	27671.71935	20109006	1	-1	-1	-1
5303	32283.67257	20109006	1	-1	-1	-1
5304	20000000	20109101	1	3000000	20310111	1
5401	23982.15677	20109006	1	-1	-1	-1
5402	28778.58812	20109006	1	-1	-1	-1
5403	33575.01947	20109006	1	-1	-1	-1
5404	20000000	20109101	1	3000000	20310111	1
5501	24941.44304	20109006	1	-1	-1	-1
5502	29929.73165	20109006	1	-1	-1	-1
5503	34918.02025	20109006	1	-1	-1	-1
5504	20000000	20109101	1	3000000	20310111	1
5601	25939.10076	20109006	1	-1	-1	-1
5602	31126.92091	20109006	1	-1	-1	-1
5603	36314.74106	20109006	1	-1	-1	-1
5604	20000000	20109101	1	3000000	20310111	1
5701	26976.66479	20109006	1	-1	-1	-1
5702	32371.99775	20109006	1	-1	-1	-1
5703	37767.33071	20109006	1	-1	-1	-1
5704	20000000	20109101	1	3000000	20310111	1
5801	28055.73138	20109006	1	-1	-1	-1
5802	33666.87766	20109006	1	-1	-1	-1
5803	39278.02393	20109006	1	-1	-1	-1
5804	20000000	20109101	1	3000000	20310111	1
5901	29177.96064	20109006	1	-1	-1	-1
5902	35013.55276	20109006	1	-1	-1	-1
5903	40849.14489	20109006	1	-1	-1	-1
5904	20000000	20109101	1	3000000	20310111	1
6001	30345.07906	20109006	1	-1	-1	-1
6002	36414.09487	20109006	1	-1	-1	-1
6003	42483.11069	20109006	1	-1	-1	-1
6004	20000000	20109101	1	3000000	20310111	1
6101	31558.88222	20109007	1	-1	-1	-1
6102	37870.65867	20109007	1	-1	-1	-1
6103	44182.43511	20109007	1	-1	-1	-1
6104	20000000	20109101	1	3000000	20310111	1
6201	32821.23751	20109007	1	-1	-1	-1
6202	39385.48502	20109007	1	-1	-1	-1
6203	45949.73252	20109007	1	-1	-1	-1
6204	20000000	20109101	1	3000000	20310111	1
6301	34134.08701	20109007	1	-1	-1	-1
6302	40960.90442	20109007	1	-1	-1	-1
6303	47787.72182	20109007	1	-1	-1	-1
6304	20000000	20109101	1	3000000	20310111	1
6401	35499.45049	20109007	1	-1	-1	-1
6402	42599.34059	20109007	1	-1	-1	-1
6403	49699.23069	20109007	1	-1	-1	-1
6404	20000000	20109101	1	3000000	20310111	1
6501	36919.42851	20109007	1	-1	-1	-1
6502	44303.31422	20109007	1	-1	-1	-1
6503	51687.19992	20109007	1	-1	-1	-1
6504	20000000	20109101	1	3000000	20310111	1
6601	38396.20565	20109007	1	-1	-1	-1
6602	46075.44679	20109007	1	-1	-1	-1
6603	53754.68792	20109007	1	-1	-1	-1
6604	20000000	20109101	1	3000000	20310111	1
6701	39932.05388	20109007	1	-1	-1	-1
6702	47918.46466	20109007	1	-1	-1	-1
6703	55904.87543	20109007	1	-1	-1	-1
6704	20000000	20109101	1	3000000	20310111	1
6801	41529.33604	20109007	1	-1	-1	-1
6802	49835.20324	20109007	1	-1	-1	-1
6803	58141.07045	20109007	1	-1	-1	-1
6804	20000000	20109101	1	3000000	20310111	1
6901	43190.50948	20109007	1	-1	-1	-1
6902	51828.61137	20109007	1	-1	-1	-1
6903	60466.71327	20109007	1	-1	-1	-1
6904	20000000	20109101	1	3000000	20310111	1
7001	44918.12986	20109007	1	-1	-1	-1
7002	53901.75583	20109007	1	-1	-1	-1
7003	62885.3818	20109007	1	-1	-1	-1
7004	20000000	20109101	1	3000000	20310111	1
7101	46714.85505	20109008	1	-1	-1	-1
7102	56057.82606	20109008	1	-1	-1	-1
7103	65400.79707	20109008	1	-1	-1	-1
7104	20000000	20109101	1	3000000	20310111	1
7201	48583.44925	20109008	1	-1	-1	-1
7202	58300.1391	20109008	1	-1	-1	-1
7203	68016.82895	20109008	1	-1	-1	-1
7204	20000000	20109101	1	3000000	20310111	1
7301	50526.78722	20109008	1	-1	-1	-1
7302	60632.14467	20109008	1	-1	-1	-1
7303	70737.50211	20109008	1	-1	-1	-1
7304	20000000	20109101	1	3000000	20310111	1
7401	52547.85871	20109008	1	-1	-1	-1
7402	63057.43045	20109008	1	-1	-1	-1
7403	73567.0022	20109008	1	-1	-1	-1
7404	20000000	20109101	1	3000000	20310111	1
7501	54649.77306	20109008	1	-1	-1	-1
7502	65579.72767	20109008	1	-1	-1	-1
7503	76509.68228	20109008	1	-1	-1	-1
7504	20000000	20109101	1	3000000	20310111	1
7601	56835.76398	20109008	1	-1	-1	-1
7602	68202.91678	20109008	1	-1	-1	-1
7603	79570.06958	20109008	1	-1	-1	-1
7604	20000000	20109101	1	3000000	20310111	1
7701	59109.19454	20109008	1	-1	-1	-1
7702	70931.03345	20109008	1	-1	-1	-1
7703	82752.87236	20109008	1	-1	-1	-1
7704	20000000	20109101	1	3000000	20310111	1
7801	61473.56232	20109008	1	-1	-1	-1
7802	73768.27479	20109008	1	-1	-1	-1
7803	86062.98725	20109008	1	-1	-1	-1
7804	20000000	20109101	1	3000000	20310111	1
7901	63932.50482	20109008	1	-1	-1	-1
7902	76719.00578	20109008	1	-1	-1	-1
7903	89505.50674	20109008	1	-1	-1	-1
7904	20000000	20109101	1	3000000	20310111	1
8001	66489.80501	20109008	1	-1	-1	-1
8002	79787.76601	20109008	1	-1	-1	-1
8003	93085.72701	20109008	1	-1	-1	-1
8004	20000000	20109101	1	3000000	20310111	1
8101	69149.39721	20109009	1	-1	-1	-1
8102	82979.27665	20109009	1	-1	-1	-1
8103	96809.15609	20109009	1	-1	-1	-1
8104	20000000	20109101	1	3000000	20310111	1
8201	71915.3731	20109009	1	-1	-1	-1
8202	86298.44772	20109009	1	-1	-1	-1
8203	100681.5223	20109009	1	-1	-1	-1
8204	20000000	20109101	1	3000000	20310111	1
8301	74791.98802	20109009	1	-1	-1	-1
8302	89750.38563	20109009	1	-1	-1	-1
8303	104708.7832	20109009	1	-1	-1	-1
8304	20000000	20109101	1	3000000	20310111	1
8401	77783.66754	20109009	1	-1	-1	-1
8402	93340.40105	20109009	1	-1	-1	-1
8403	108897.1346	20109009	1	-1	-1	-1
8404	20000000	20109101	1	3000000	20310111	1
8501	80895.01424	20109009	1	-1	-1	-1
8502	97074.01709	20109009	1	-1	-1	-1
8503	113253.0199	20109009	1	-1	-1	-1
8504	20000000	20109101	1	3000000	20310111	1
8601	84130.81481	20109009	1	-1	-1	-1
8602	100956.9778	20109009	1	-1	-1	-1
8603	117783.1407	20109009	1	-1	-1	-1
8604	20000000	20109101	1	3000000	20310111	1
8701	87496.04741	20109009	1	-1	-1	-1
8702	104995.2569	20109009	1	-1	-1	-1
8703	122494.4664	20109009	1	-1	-1	-1
8704	20000000	20109101	1	3000000	20310111	1
8801	90995.8893	20109009	1	-1	-1	-1
8802	109195.0672	20109009	1	-1	-1	-1
8803	127394.245	20109009	1	-1	-1	-1
8804	20000000	20109101	1	3000000	20310111	1
8901	94635.72488	20109009	1	-1	-1	-1
8902	113562.8699	20109009	1	-1	-1	-1
8903	132490.0148	20109009	1	-1	-1	-1
8904	20000000	20109101	1	3000000	20310111	1
9001	98421.15387	20109009	1	-1	-1	-1
9002	118105.3846	20109009	1	-1	-1	-1
9003	137789.6154	20109009	1	-1	-1	-1
9004	20000000	20109101	1	3000000	20310111	1
9101	102358	20109010	1	-1	-1	-1
9102	122829.6	20109010	1	-1	-1	-1
9103	143301.2	20109010	1	-1	-1	-1
9104	20000000	20109101	1	3000000	20310111	1
9201	106452.32	20109010	1	-1	-1	-1
9202	127742.784	20109010	1	-1	-1	-1
9203	149033.248	20109010	1	-1	-1	-1
9204	20000000	20109101	1	3000000	20310111	1
9301	110710.4128	20109010	1	-1	-1	-1
9302	132852.4954	20109010	1	-1	-1	-1
9303	154994.578	20109010	1	-1	-1	-1
9304	20000000	20109101	1	3000000	20310111	1
9401	115138.8293	20109010	1	-1	-1	-1
9402	138166.5952	20109010	1	-1	-1	-1
9403	161194.3611	20109010	1	-1	-1	-1
9404	20000000	20109101	1	3000000	20310111	1
9501	119744.3825	20109010	1	-1	-1	-1
9502	143693.259	20109010	1	-1	-1	-1
9503	167642.1355	20109010	1	-1	-1	-1
9504	20000000	20109101	1	3000000	20310111	1
9601	124534.1578	20109010	1	-1	-1	-1
9602	149440.9894	20109010	1	-1	-1	-1
9603	174347.8209	20109010	1	-1	-1	-1
9604	20000000	20109101	1	3000000	20310111	1
9701	129515.5241	20109010	1	-1	-1	-1
9702	155418.629	20109010	1	-1	-1	-1
9703	181321.7338	20109010	1	-1	-1	-1
9704	20000000	20109101	1	3000000	20310111	1
9801	134696.1451	20109010	1	-1	-1	-1
9802	161635.3741	20109010	1	-1	-1	-1
9803	188574.6031	20109010	1	-1	-1	-1
9804	20000000	20109101	1	3000000	20310111	1
9901	140083.9909	20109010	1	-1	-1	-1
9902	168100.7891	20109010	1	-1	-1	-1
9903	196117.5873	20109010	1	-1	-1	-1
9904	20000000	20109101	1	3000000	20310111	1
10001	145687.3505	20109010	1	-1	-1	-1
10002	174824.8206	20109010	1	-1	-1	-1
10003	203962.2907	20109010	1	-1	-1	-1
10004	20000000	20109101	1	3000000	20310111	1
10101	151514.8446	20109011	1	-1	-1	-1
10102	181817.8135	20109011	1	-1	-1	-1
10103	212120.7824	20109011	1	-1	-1	-1
10104	20000000	20109101	1	3000000	20310111	1
10201	157575.4383	20109011	1	-1	-1	-1
10202	189090.526	20109011	1	-1	-1	-1
10203	220605.6137	20109011	1	-1	-1	-1
10204	20000000	20109101	1	3000000	20310111	1
10301	163878.4559	20109011	1	-1	-1	-1
10302	196654.147	20109011	1	-1	-1	-1
10303	229429.8382	20109011	1	-1	-1	-1
10304	20000000	20109101	1	3000000	20310111	1
10401	170433.5941	20109011	1	-1	-1	-1
10402	204520.3129	20109011	1	-1	-1	-1
10403	238607.0317	20109011	1	-1	-1	-1
10404	20000000	20109101	1	3000000	20310111	1
10501	177250.9379	20109011	1	-1	-1	-1
10502	212701.1254	20109011	1	-1	-1	-1
10503	248151.313	20109011	1	-1	-1	-1
10504	20000000	20109101	1	3000000	20310111	1
10601	184340.9754	20109011	1	-1	-1	-1
10602	221209.1705	20109011	1	-1	-1	-1
10603	258077.3655	20109011	1	-1	-1	-1
10604	20000000	20109101	1	3000000	20310111	1
10701	191714.6144	20109011	1	-1	-1	-1
10702	230057.5373	20109011	1	-1	-1	-1
10703	268400.4602	20109011	1	-1	-1	-1
10704	20000000	20109101	1	3000000	20310111	1
10801	199383.199	20109011	1	-1	-1	-1
10802	239259.8388	20109011	1	-1	-1	-1
10803	279136.4786	20109011	1	-1	-1	-1
10804	20000000	20109101	1	3000000	20310111	1
10901	207358.5269	20109011	1	-1	-1	-1
10902	248830.2323	20109011	1	-1	-1	-1
10903	290301.9377	20109011	1	-1	-1	-1
10904	20000000	20109101	1	3000000	20310111	1
11001	215652.868	20109011	1	-1	-1	-1
11002	258783.4416	20109011	1	-1	-1	-1
11003	301914.0152	20109011	1	-1	-1	-1
11004	20000000	20109101	1	3000000	20310111	1
11101	224278.9827	20109012	1	-1	-1	-1
11102	269134.7793	20109012	1	-1	-1	-1
11103	313990.5758	20109012	1	-1	-1	-1
11104	20000000	20109101	1	3000000	20310111	1
11201	233250.142	20109012	1	-1	-1	-1
11202	279900.1704	20109012	1	-1	-1	-1
11203	326550.1989	20109012	1	-1	-1	-1
11204	20000000	20109101	1	3000000	20310111	1
11301	242580.1477	20109012	1	-1	-1	-1
11302	291096.1773	20109012	1	-1	-1	-1
11303	339612.2068	20109012	1	-1	-1	-1
11304	20000000	20109101	1	3000000	20310111	1
11401	252283.3536	20109012	1	-1	-1	-1
11402	302740.0244	20109012	1	-1	-1	-1
11403	353196.6951	20109012	1	-1	-1	-1
11404	20000000	20109101	1	3000000	20310111	1
11501	262374.6878	20109012	1	-1	-1	-1
11502	314849.6253	20109012	1	-1	-1	-1
11503	367324.5629	20109012	1	-1	-1	-1
11504	20000000	20109101	1	3000000	20310111	1
11601	272869.6753	20109012	1	-1	-1	-1
11602	327443.6103	20109012	1	-1	-1	-1
11603	382017.5454	20109012	1	-1	-1	-1
11604	20000000	20109101	1	3000000	20310111	1
11701	283784.4623	20109012	1	-1	-1	-1
11702	340541.3548	20109012	1	-1	-1	-1
11703	397298.2472	20109012	1	-1	-1	-1
11704	20000000	20109101	1	3000000	20310111	1
11801	295135.8408	20109012	1	-1	-1	-1
11802	354163.0089	20109012	1	-1	-1	-1
11803	413190.1771	20109012	1	-1	-1	-1
11804	20000000	20109101	1	3000000	20310111	1
11901	306941.2744	20109012	1	-1	-1	-1
11902	368329.5293	20109012	1	-1	-1	-1
11903	429717.7842	20109012	1	-1	-1	-1
11904	20000000	20109101	1	3000000	20310111	1
12001	319218.9254	20109012	1	-1	-1	-1
12002	383062.7105	20109012	1	-1	-1	-1
12003	446906.4956	20109012	1	-1	-1	-1
12004	20000000	20109101	1	3000000	20310111	1
