INT	INT	INT	INT	INT	INT	INT
218	17	17	17	17	17	17
219	17	17	17	17	17	17
220	17	17	17	17	17	17
221	17	17	17	17	17	17
222	18	18	18	18	18	18
223	18	18	18	18	18	18
224	18	18	18	18	18	18
225	18	18	18	18	18	18
226	18	18	18	18	18	18
227	18	18	18	18	18	18
228	18	18	18	18	18	18
229	18	18	18	18	18	18
230	18	18	18	18	18	18
231	18	18	18	18	18	18
232	18	18	18	18	18	18
233	18	18	18	18	18	18
234	18	18	18	18	18	18
235	18	18	18	18	18	18
236	18	18	18	18	18	18
237	18	18	18	18	18	18
238	18	18	18	18	18	18
239	19	19	19	19	19	19
240	19	19	19	19	19	19
241	19	19	19	19	19	19
242	19	19	19	19	19	19
243	19	19	19	19	19	19
244	19	19	19	19	19	19
245	19	19	19	19	19	19
246	19	19	19	19	19	19
247	19	19	19	19	19	19
248	19	19	19	19	19	19
249	19	19	19	19	19	19
250	20	20	20	20	19	19
251	25	25	25	25	19	19
252	30	30	30	30	19	19
253	35	35	35	35	19	19
254	45	45	45	45	19	19
255	60	60	60	60	20	20
